cgpa,dsa_questions,coding_skill,aptitude_score,communication_skill,projects,internships,mock_interviews,resume_score,weekly_prep_hours,readiness_score
9.257,190.662,7.000,61.855,3.000,2.000,0.000,7.000,87.970,8.399,57.475
9.373,23.703,5.000,66.062,5.000,3.000,1.000,3.000,55.945,15.446,51.207
6.697,175.803,1.000,85.591,4.000,2.000,1.000,9.000,83.685,20.140,54.839
7.654,120.100,8.000,45.713,8.000,2.000,1.000,6.000,76.578,8.071,57.801
6.242,89.248,3.000,79.693,3.000,1.000,0.000,4.000,57.962,12.740,37.368
6.224,247.999,10.000,79.754,5.000,1.000,1.000,2.000,35.037,10.640,57.782
5.806,160.699,9.000,89.469,6.000,5.000,2.000,5.000,63.015,1.747,69.627
9.700,199.083,2.000,30.608,4.000,2.000,0.000,4.000,60.535,10.946,39.549
9.440,78.555,7.000,41.928,7.000,0.000,0.000,5.000,44.018,7.044,41.677
8.887,327.341,4.000,62.973,8.000,2.000,0.000,2.000,88.217,13.697,56.449
7.588,131.919,7.000,89.538,6.000,3.000,2.000,4.000,97.106,6.351,67.078
7.453,239.082,6.000,97.558,5.000,2.000,2.000,3.000,42.881,10.444,60.752
7.649,140.575,3.000,71.641,10.000,2.000,0.000,2.000,50.011,12.727,47.184
7.683,18.959,7.000,44.849,10.000,0.000,2.000,4.000,76.112,14.364,53.699
7.173,254.861,3.000,42.921,10.000,1.000,1.000,2.000,96.806,11.947,53.494
5.659,168.539,10.000,74.761,1.000,2.000,1.000,0.000,95.710,26.334,53.942
5.628,44.637,10.000,44.705,9.000,2.000,0.000,1.000,95.537,16.042,57.626
9.761,70.480,2.000,68.716,9.000,4.000,1.000,2.000,63.609,19.236,56.361
7.410,333.683,8.000,88.437,9.000,4.000,2.000,5.000,99.084,12.926,86.063
9.766,46.827,10.000,57.287,8.000,3.000,0.000,3.000,58.703,0.795,52.673
5.818,129.273,2.000,56.493,4.000,3.000,0.000,3.000,40.635,5.953,39.207
7.772,598.381,8.000,32.530,8.000,3.000,2.000,5.000,80.789,5.343,70.431
6.039,259.344,10.000,47.786,6.000,1.000,2.000,8.000,71.152,11.817,72.943
6.266,303.759,3.000,78.873,9.000,1.000,0.000,7.000,86.964,29.558,56.279
5.150,150.569,6.000,55.227,4.000,2.000,1.000,6.000,75.372,15.604,56.755
5.595,40.839,8.000,41.081,8.000,1.000,2.000,3.000,88.342,22.842,56.542
9.584,212.711,4.000,37.404,8.000,2.000,0.000,2.000,57.353,7.590,49.238
6.608,74.916,3.000,36.654,9.000,3.000,0.000,7.000,53.716,14.365,49.584
8.041,68.669,4.000,76.139,2.000,4.000,1.000,7.000,84.221,26.488,54.390
7.325,195.828,4.000,72.884,9.000,3.000,3.000,2.000,67.352,23.067,67.031
7.002,79.569,8.000,66.296,3.000,1.000,0.000,7.000,46.661,9.468,47.636
7.659,180.121,4.000,65.023,10.000,2.000,1.000,5.000,59.376,12.920,58.403
5.936,107.790,4.000,40.720,1.000,3.000,0.000,2.000,87.043,23.945,42.878
9.943,175.643,10.000,65.042,3.000,2.000,3.000,6.000,95.055,8.965,72.252
9.092,122.878,6.000,34.196,7.000,2.000,1.000,6.000,84.421,12.408,58.300
8.708,179.189,10.000,94.810,6.000,3.000,1.000,4.000,81.678,3.415,65.990
7.344,457.719,8.000,34.062,7.000,10.000,1.000,6.000,87.757,21.787,78.558
5.764,308.345,9.000,59.647,5.000,1.000,2.000,8.000,48.034,21.027,66.030
9.603,165.038,2.000,30.040,1.000,2.000,0.000,7.000,72.673,3.809,37.381
6.707,411.578,10.000,85.031,7.000,2.000,1.000,7.000,73.622,12.413,77.574
5.251,241.441,10.000,41.632,6.000,2.000,0.000,3.000,96.486,25.049,59.186
6.712,393.415,1.000,94.744,6.000,3.000,0.000,2.000,35.995,6.584,52.891
8.972,52.008,4.000,33.078,4.000,4.000,3.000,5.000,98.084,16.569,58.257
8.114,80.360,5.000,87.455,9.000,7.000,0.000,6.000,82.195,10.506,65.248
8.754,210.966,5.000,75.965,8.000,2.000,0.000,4.000,36.458,24.814,59.533
8.968,162.049,8.000,47.482,2.000,3.000,3.000,9.000,68.723,3.272,57.644
6.060,179.498,7.000,44.169,1.000,2.000,0.000,6.000,39.536,3.511,39.141
9.619,268.641,3.000,55.037,2.000,0.000,1.000,6.000,74.221,8.876,51.859
7.190,212.453,7.000,87.988,1.000,2.000,0.000,4.000,64.354,14.086,50.107
8.195,328.124,10.000,90.337,8.000,2.000,0.000,7.000,85.208,14.234,70.540
5.012,322.228,5.000,42.270,7.000,1.000,0.000,2.000,72.663,4.174,45.581
9.967,83.629,10.000,54.741,5.000,0.000,0.000,6.000,86.115,17.825,56.730
6.404,19.809,7.000,46.624,6.000,3.000,3.000,4.000,58.971,20.002,56.304
5.310,79.091,10.000,38.585,9.000,3.000,1.000,6.000,90.698,14.282,65.341
7.291,74.744,10.000,75.251,9.000,2.000,0.000,4.000,91.310,25.137,63.963
5.645,189.320,1.000,54.211,5.000,2.000,0.000,9.000,77.604,18.598,44.136
5.762,187.588,9.000,45.777,6.000,3.000,0.000,4.000,52.142,10.392,50.961
8.161,154.927,2.000,90.620,6.000,4.000,2.000,3.000,99.443,29.620,62.889
6.965,247.835,9.000,82.382,10.000,2.000,1.000,3.000,88.153,32.368,73.768
9.609,768.064,9.000,84.163,8.000,3.000,0.000,4.000,90.357,16.746,74.869
6.596,152.417,3.000,32.744,4.000,4.000,2.000,2.000,35.751,7.715,50.451
8.631,217.173,1.000,94.059,9.000,1.000,0.000,7.000,88.699,24.608,55.198
7.305,179.469,5.000,70.232,4.000,5.000,1.000,6.000,49.154,5.691,51.982
8.300,114.423,4.000,65.266,8.000,3.000,0.000,3.000,68.037,8.085,51.055
7.998,270.329,6.000,30.741,10.000,2.000,0.000,7.000,80.779,22.791,66.104
7.364,146.860,1.000,92.836,9.000,0.000,0.000,2.000,61.669,7.386,45.214
9.750,95.814,1.000,68.072,2.000,2.000,0.000,6.000,50.836,28.127,38.438
6.714,101.784,5.000,87.761,3.000,3.000,0.000,7.000,67.512,7.676,52.811
5.886,335.936,8.000,75.886,8.000,2.000,1.000,3.000,54.485,11.526,66.197
8.390,265.824,4.000,85.769,2.000,1.000,0.000,7.000,74.996,10.834,49.240
9.230,124.605,4.000,78.505,1.000,3.000,2.000,2.000,42.131,19.929,54.214
5.201,245.068,2.000,94.467,3.000,1.000,0.000,8.000,61.541,19.713,50.833
7.248,180.998,3.000,45.784,5.000,1.000,0.000,9.000,73.454,10.631,41.704
9.462,219.794,3.000,44.147,2.000,1.000,1.000,5.000,99.384,18.397,49.222
8.748,112.070,3.000,79.878,2.000,3.000,0.000,6.000,67.205,15.415,46.362
9.959,76.789,4.000,65.098,4.000,4.000,2.000,5.000,62.683,20.742,61.520
7.657,146.243,3.000,71.941,6.000,1.000,0.000,4.000,99.299,19.110,52.469
8.300,88.438,7.000,79.598,6.000,0.000,0.000,7.000,95.150,7.599,50.969
6.512,83.043,4.000,68.320,8.000,0.000,0.000,4.000,78.743,28.221,45.564
9.738,54.897,8.000,85.139,10.000,5.000,0.000,3.000,70.410,3.793,63.448
6.832,19.990,7.000,52.321,1.000,1.000,2.000,3.000,52.608,11.472,42.190
8.693,126.326,7.000,90.129,7.000,5.000,1.000,5.000,75.550,18.438,62.747
7.016,377.742,6.000,37.537,2.000,3.000,0.000,3.000,89.208,13.434,57.865
7.809,318.093,10.000,74.380,4.000,0.000,1.000,8.000,98.803,12.612,69.534
8.599,502.120,3.000,92.309,4.000,1.000,0.000,4.000,46.113,11.318,56.435
7.545,80.036,10.000,47.689,8.000,3.000,0.000,4.000,52.814,10.436,54.250
9.535,282.221,3.000,52.878,3.000,0.000,1.000,5.000,92.488,26.432,54.975
7.097,164.473,2.000,51.381,9.000,5.000,1.000,2.000,90.963,12.744,60.458
8.235,101.923,9.000,69.498,4.000,1.000,1.000,2.000,81.583,12.746,60.263
6.712,349.829,9.000,58.901,9.000,2.000,0.000,3.000,41.743,8.724,64.519
7.041,165.698,1.000,37.557,10.000,4.000,2.000,4.000,80.907,19.406,63.229
7.200,35.630,6.000,92.390,6.000,1.000,0.000,4.000,65.489,5.460,42.454
5.629,315.837,6.000,44.327,2.000,2.000,1.000,5.000,59.131,35.689,53.583
5.459,233.629,3.000,67.386,8.000,0.000,3.000,2.000,51.295,7.637,51.560
8.337,197.092,6.000,71.636,5.000,4.000,1.000,3.000,55.669,12.615,55.703
8.278,66.901,7.000,32.853,4.000,2.000,0.000,6.000,69.827,17.148,48.502
8.315,213.655,6.000,36.700,5.000,3.000,0.000,2.000,45.527,23.545,57.078
5.099,458.500,6.000,98.018,3.000,4.000,0.000,2.000,68.105,11.067,63.725
6.633,229.179,9.000,76.516,3.000,2.000,0.000,2.000,38.133,9.747,53.860
5.989,47.639,3.000,32.350,10.000,2.000,1.000,4.000,61.691,14.747,46.640
8.891,241.325,7.000,85.594,3.000,1.000,0.000,3.000,97.402,8.951,53.589
9.303,230.840,4.000,65.598,5.000,4.000,0.000,5.000,83.033,11.896,64.395
6.233,297.803,10.000,35.264,8.000,1.000,1.000,4.000,39.459,30.097,67.566
8.339,226.401,3.000,77.653,3.000,1.000,1.000,6.000,79.709,7.589,52.501
5.647,83.284,9.000,64.955,7.000,2.000,1.000,4.000,47.747,2.748,52.996
6.376,189.578,7.000,44.344,9.000,2.000,1.000,2.000,65.821,8.442,55.023
5.693,148.159,3.000,91.439,9.000,1.000,1.000,1.000,54.121,5.409,49.935
6.418,205.967,8.000,50.397,1.000,1.000,0.000,3.000,95.720,18.964,48.277
8.374,358.271,3.000,49.919,5.000,2.000,3.000,7.000,38.539,9.731,60.127
9.552,107.521,3.000,49.094,1.000,2.000,0.000,3.000,92.262,24.994,45.367
6.013,551.055,4.000,83.722,7.000,3.000,2.000,5.000,80.590,11.729,71.327
7.710,240.252,7.000,79.428,4.000,4.000,0.000,7.000,58.581,5.487,64.662
8.507,317.033,4.000,93.220,9.000,2.000,2.000,5.000,92.177,23.243,71.009
9.765,289.230,6.000,46.054,2.000,3.000,0.000,3.000,61.410,7.829,53.425
8.050,233.648,6.000,85.046,9.000,4.000,0.000,2.000,80.394,2.725,68.477
6.276,263.860,2.000,70.113,4.000,3.000,0.000,4.000,86.211,16.700,53.726
8.127,2.926,3.000,51.608,10.000,2.000,1.000,4.000,53.615,8.674,46.331
6.602,288.865,4.000,32.482,2.000,2.000,0.000,1.000,39.697,17.462,44.547
9.881,88.870,3.000,87.326,3.000,1.000,0.000,4.000,91.428,21.316,46.391
6.998,172.999,10.000,46.875,4.000,2.000,0.000,5.000,50.034,15.575,58.343
8.427,232.522,4.000,74.222,10.000,2.000,1.000,1.000,95.567,8.956,62.900
5.116,368.826,5.000,68.421,8.000,4.000,1.000,3.000,55.478,23.703,66.633
7.000,88.892,7.000,30.311,9.000,6.000,0.000,1.000,61.968,7.338,52.679
9.376,128.773,8.000,99.604,6.000,4.000,2.000,7.000,62.970,17.479,75.040
8.051,142.461,7.000,87.003,8.000,3.000,1.000,8.000,65.413,19.526,69.415
7.220,207.733,6.000,64.053,7.000,1.000,2.000,4.000,97.580,13.890,62.555
9.680,149.168,10.000,77.624,7.000,2.000,1.000,5.000,50.931,21.040,69.059
9.270,264.665,9.000,63.362,9.000,1.000,0.000,7.000,74.538,15.652,68.181
6.611,37.108,3.000,82.121,10.000,5.000,0.000,2.000,54.119,16.920,49.732
7.723,163.148,2.000,39.403,6.000,2.000,1.000,8.000,43.510,21.083,49.259
7.449,487.551,4.000,61.245,5.000,3.000,2.000,6.000,53.770,15.172,66.831
8.161,149.464,9.000,53.488,7.000,1.000,0.000,6.000,70.906,22.478,59.050
6.671,240.874,10.000,62.176,8.000,4.000,1.000,6.000,74.454,27.478,75.786
6.221,332.286,8.000,61.533,10.000,3.000,1.000,1.000,52.142,17.823,72.235
9.563,235.530,7.000,40.017,7.000,3.000,0.000,9.000,99.175,21.354,65.653
9.619,582.395,3.000,98.354,10.000,2.000,0.000,3.000,58.578,13.927,61.478
9.217,192.762,6.000,31.084,8.000,3.000,0.000,2.000,89.082,27.750,64.978
9.891,273.647,2.000,30.705,10.000,2.000,1.000,3.000,37.277,16.345,53.889
8.725,213.794,6.000,56.141,8.000,2.000,0.000,5.000,80.189,20.321,63.271
8.823,425.872,2.000,73.426,9.000,4.000,2.000,5.000,54.725,5.595,72.627
8.813,133.634,1.000,42.576,2.000,1.000,1.000,3.000,69.898,19.358,37.673
7.403,612.216,10.000,67.324,10.000,4.000,3.000,5.000,89.379,14.611,87.393
7.282,109.657,9.000,80.594,4.000,2.000,1.000,4.000,82.115,18.951,59.013
6.201,517.422,7.000,36.584,8.000,5.000,2.000,0.000,58.376,20.044,73.082
8.224,80.450,7.000,98.910,4.000,1.000,3.000,2.000,82.611,21.162,56.187
6.447,279.594,3.000,53.569,5.000,2.000,1.000,4.000,61.910,19.495,53.123
6.289,180.998,6.000,74.969,8.000,3.000,1.000,2.000,39.127,12.143,57.436
7.930,327.776,8.000,37.750,6.000,3.000,1.000,6.000,78.263,33.344,73.871
7.050,244.944,6.000,79.664,8.000,2.000,1.000,1.000,95.893,25.014,64.102
6.094,316.175,3.000,88.832,1.000,1.000,2.000,8.000,40.437,12.883,51.320
9.080,78.088,4.000,37.370,9.000,5.000,2.000,8.000,79.696,12.497,62.583
9.303,44.090,9.000,38.810,5.000,2.000,0.000,2.000,89.583,1.257,48.849
5.838,67.561,3.000,49.673,8.000,5.000,0.000,6.000,73.781,6.773,43.973
5.038,66.072,10.000,30.836,3.000,1.000,0.000,3.000,66.551,8.504,44.348
6.681,77.282,8.000,99.024,6.000,1.000,1.000,3.000,50.419,12.704,53.411
8.988,115.564,9.000,71.887,6.000,4.000,0.000,7.000,47.600,27.203,66.995
9.196,114.763,6.000,72.531,2.000,4.000,1.000,6.000,60.759,11.870,57.664
5.692,184.085,3.000,97.127,5.000,2.000,3.000,5.000,76.684,6.699,53.404
8.872,94.214,1.000,88.242,7.000,3.000,0.000,2.000,55.454,18.760,45.161
5.579,100.433,6.000,86.997,9.000,1.000,3.000,7.000,66.746,19.547,59.838
6.950,156.214,4.000,53.765,9.000,3.000,1.000,4.000,73.999,11.941,53.318
9.993,357.626,2.000,53.440,4.000,1.000,2.000,4.000,48.649,25.365,59.684
5.963,131.898,10.000,50.422,7.000,5.000,0.000,2.000,83.191,26.311,62.993
5.770,175.447,10.000,54.269,2.000,2.000,0.000,5.000,75.862,4.011,47.009
7.114,196.465,4.000,55.866,9.000,4.000,0.000,7.000,73.469,19.624,60.412
8.098,85.040,7.000,39.800,9.000,2.000,0.000,5.000,66.077,2.550,52.450
9.665,141.833,5.000,54.916,10.000,3.000,0.000,8.000,58.712,12.788,63.792
9.904,106.934,5.000,61.272,5.000,4.000,0.000,2.000,70.673,42.203,52.833
5.348,335.706,7.000,51.654,4.000,5.000,2.000,6.000,84.773,19.089,76.544
5.690,317.761,5.000,41.574,8.000,3.000,0.000,6.000,80.891,9.214,56.917
8.954,98.466,9.000,56.139,8.000,0.000,1.000,6.000,82.951,20.211,56.040
6.353,173.032,2.000,63.664,3.000,2.000,0.000,4.000,48.612,8.737,43.497
9.424,273.792,7.000,80.451,6.000,4.000,2.000,7.000,85.680,16.420,75.253
8.317,226.890,10.000,79.787,7.000,2.000,1.000,4.000,56.802,7.661,69.898
5.559,243.882,9.000,44.189,5.000,3.000,0.000,3.000,50.150,10.899,53.756
9.163,85.475,1.000,32.566,4.000,2.000,0.000,4.000,42.901,25.128,37.983
5.882,505.442,2.000,51.266,3.000,1.000,1.000,4.000,88.971,32.844,51.061
7.117,113.808,7.000,41.000,5.000,2.000,2.000,6.000,75.508,16.384,61.171
7.761,111.283,10.000,57.705,3.000,4.000,0.000,4.000,89.685,21.491,64.092
7.504,60.511,9.000,98.554,4.000,3.000,1.000,2.000,71.492,9.960,56.138
8.431,161.271,10.000,42.675,2.000,2.000,2.000,4.000,90.918,7.007,59.781
8.263,382.473,2.000,52.321,4.000,0.000,0.000,3.000,71.177,15.399,48.705
9.960,225.313,6.000,80.758,7.000,0.000,1.000,3.000,76.980,14.838,57.612
9.997,170.614,8.000,65.643,4.000,0.000,0.000,6.000,38.663,43.405,56.647
7.582,302.611,7.000,33.075,2.000,1.000,1.000,4.000,78.528,12.541,53.306
5.476,376.327,8.000,41.318,9.000,3.000,0.000,5.000,73.851,12.212,65.650
8.639,317.295,3.000,95.467,5.000,3.000,1.000,6.000,50.735,19.047,60.089
9.883,32.392,5.000,37.222,6.000,5.000,0.000,3.000,42.328,9.796,43.909
6.592,304.336,5.000,74.456,6.000,2.000,1.000,3.000,57.567,8.390,58.781
7.306,250.494,10.000,85.463,6.000,2.000,0.000,7.000,38.912,17.455,65.619
7.124,96.715,3.000,48.581,5.000,3.000,1.000,3.000,74.054,5.050,47.700
5.257,251.203,4.000,80.755,8.000,2.000,2.000,6.000,70.486,18.431,62.723
8.361,382.972,1.000,41.893,9.000,0.000,0.000,9.000,94.658,10.571,51.210
6.767,117.754,2.000,49.933,10.000,2.000,0.000,2.000,68.642,20.901,46.151
8.937,332.262,10.000,51.828,5.000,3.000,1.000,6.000,82.432,28.107,80.957
9.161,228.748,9.000,99.750,4.000,2.000,2.000,4.000,78.159,8.395,66.362
9.106,6.717,3.000,45.020,1.000,3.000,0.000,7.000,80.478,12.045,40.260
7.083,179.806,8.000,39.045,5.000,2.000,2.000,3.000,55.387,24.236,54.349
6.608,222.504,6.000,94.798,10.000,0.000,1.000,5.000,61.998,16.375,59.610
8.744,146.093,10.000,41.335,3.000,1.000,1.000,6.000,42.785,33.221,56.068
9.007,234.660,4.000,91.550,9.000,2.000,0.000,3.000,77.281,16.730,61.187
7.456,166.146,10.000,75.532,8.000,2.000,1.000,3.000,54.658,27.334,66.131
9.465,691.031,4.000,70.380,7.000,6.000,0.000,7.000,70.672,6.294,64.161
5.720,138.478,8.000,82.594,6.000,2.000,0.000,6.000,94.899,8.204,54.844
9.395,98.990,4.000,80.820,8.000,1.000,1.000,2.000,79.389,30.857,55.076
5.480,321.283,7.000,37.737,1.000,3.000,1.000,6.000,52.398,8.092,52.448
5.768,152.074,4.000,99.963,2.000,1.000,1.000,3.000,68.452,31.054,46.412
7.669,172.713,9.000,95.932,2.000,1.000,0.000,5.000,74.141,8.932,55.858
5.338,162.141,7.000,92.761,8.000,2.000,4.000,7.000,90.260,5.414,63.927
5.264,309.644,3.000,73.560,5.000,3.000,1.000,3.000,86.594,12.464,58.323
5.003,76.771,10.000,66.595,3.000,5.000,1.000,3.000,55.490,6.303,54.222
7.182,331.824,8.000,67.540,1.000,5.000,0.000,2.000,94.777,19.869,60.261
8.873,264.559,5.000,31.046,5.000,3.000,1.000,4.000,44.580,2.568,52.954
5.174,552.155,2.000,64.963,4.000,0.000,0.000,1.000,52.946,37.751,46.155
8.261,210.604,10.000,73.664,2.000,0.000,1.000,3.000,37.201,14.807,57.815
9.116,81.684,8.000,76.109,1.000,1.000,1.000,3.000,55.232,20.485,48.185
5.840,212.232,7.000,53.250,8.000,1.000,0.000,4.000,61.913,21.981,54.618
5.734,230.905,9.000,62.990,8.000,3.000,2.000,5.000,50.685,15.784,72.248
9.304,404.599,7.000,74.542,3.000,2.000,0.000,6.000,35.820,18.264,66.055
9.116,81.510,3.000,59.981,5.000,3.000,0.000,2.000,35.683,11.415,41.089
7.695,47.682,3.000,97.349,3.000,4.000,1.000,6.000,95.058,21.939,55.993
9.096,215.348,1.000,79.381,5.000,3.000,1.000,8.000,82.762,2.562,58.244
5.464,567.401,1.000,30.089,2.000,2.000,0.000,1.000,80.396,33.991,46.778
6.972,291.026,8.000,31.630,10.000,2.000,1.000,3.000,86.073,11.165,68.148
8.689,302.387,9.000,78.321,8.000,3.000,0.000,2.000,80.122,23.496,74.909
6.287,59.050,2.000,58.885,10.000,1.000,1.000,1.000,38.995,25.797,45.963
8.762,191.013,6.000,88.763,3.000,5.000,0.000,4.000,95.173,10.769,59.996
7.521,409.566,2.000,42.111,9.000,4.000,1.000,1.000,62.873,13.906,61.572
8.751,232.806,5.000,30.968,6.000,3.000,1.000,9.000,64.473,13.526,60.500
7.323,44.531,8.000,57.166,2.000,3.000,0.000,4.000,92.627,12.600,48.813
6.840,188.299,9.000,81.524,4.000,4.000,0.000,4.000,48.293,9.081,62.266
6.096,277.522,10.000,98.021,9.000,2.000,1.000,3.000,55.333,14.233,71.149
6.042,173.828,4.000,91.856,8.000,2.000,1.000,3.000,90.576,12.252,57.607
8.757,90.341,10.000,63.885,8.000,3.000,0.000,8.000,68.778,28.719,65.150
5.595,327.785,8.000,86.897,3.000,0.000,1.000,4.000,62.310,16.516,60.563
5.430,134.294,4.000,34.923,7.000,1.000,3.000,4.000,97.047,9.632,48.231
5.881,248.257,4.000,70.059,10.000,2.000,1.000,6.000,92.767,29.706,64.999
5.877,184.715,2.000,94.701,1.000,3.000,1.000,7.000,92.680,26.579,57.850
9.116,130.400,10.000,57.747,4.000,3.000,0.000,2.000,48.793,12.494,57.859
6.993,608.000,3.000,97.207,1.000,1.000,1.000,2.000,89.853,15.930,53.130
9.952,119.276,3.000,45.448,2.000,2.000,1.000,3.000,77.685,28.914,45.354
5.686,195.997,5.000,37.394,10.000,2.000,0.000,0.000,79.949,22.934,52.483
8.268,184.295,2.000,66.733,3.000,2.000,1.000,3.000,38.109,4.678,41.395
7.244,211.585,9.000,93.507,2.000,4.000,1.000,3.000,71.123,7.759,59.695
6.965,579.604,7.000,51.790,1.000,3.000,0.000,5.000,49.206,10.242,55.045
9.375,277.763,2.000,86.011,10.000,9.000,0.000,7.000,95.263,10.990,60.763
9.878,129.427,2.000,41.844,5.000,1.000,0.000,5.000,71.506,13.713,44.578
9.364,468.078,1.000,82.190,8.000,3.000,0.000,7.000,75.130,17.872,68.012
5.962,310.577,10.000,68.992,3.000,3.000,1.000,9.000,50.814,13.707,71.865
6.104,131.405,5.000,42.251,7.000,2.000,2.000,2.000,62.389,26.102,56.213
8.280,422.752,7.000,80.266,9.000,4.000,0.000,2.000,69.411,11.123,71.312
6.445,58.438,2.000,79.963,7.000,0.000,0.000,3.000,87.783,26.110,44.383
8.674,74.021,3.000,66.080,6.000,3.000,0.000,6.000,74.753,16.556,48.734
7.832,41.564,6.000,45.783,3.000,1.000,1.000,5.000,42.347,15.967,39.795
7.755,24.538,3.000,39.261,3.000,4.000,0.000,1.000,64.301,21.645,40.697
9.143,403.398,7.000,97.008,6.000,4.000,0.000,2.000,54.209,19.783,73.244
8.553,213.469,10.000,75.907,5.000,2.000,1.000,2.000,70.030,13.678,61.978
5.133,45.624,4.000,86.647,1.000,1.000,0.000,9.000,65.539,8.995,35.284
5.247,180.825,7.000,78.788,2.000,2.000,0.000,4.000,36.451,29.100,48.481
8.008,339.088,10.000,88.063,5.000,3.000,0.000,5.000,48.489,15.405,70.618
7.431,102.943,9.000,41.374,2.000,4.000,0.000,4.000,77.905,15.494,53.681
6.301,146.115,1.000,64.787,6.000,3.000,1.000,2.000,70.381,47.721,56.694
7.093,626.238,2.000,76.699,4.000,2.000,1.000,6.000,38.463,26.247,59.048
8.790,156.404,10.000,37.237,3.000,2.000,0.000,4.000,73.848,12.985,55.959
9.133,49.477,10.000,40.497,2.000,0.000,1.000,8.000,67.712,14.671,46.896
7.806,123.314,4.000,74.379,6.000,7.000,0.000,7.000,44.763,8.402,54.550
6.927,42.500,6.000,90.809,2.000,3.000,1.000,7.000,35.127,6.634,47.595
6.353,293.299,6.000,76.229,7.000,4.000,0.000,5.000,56.802,12.980,63.514
7.610,91.215,7.000,32.534,10.000,2.000,1.000,2.000,85.680,19.023,62.067
6.574,88.774,8.000,97.930,10.000,4.000,1.000,2.000,43.647,8.787,62.872
7.820,662.539,4.000,39.765,7.000,4.000,1.000,2.000,96.388,22.979,66.092
8.383,66.887,9.000,46.279,9.000,3.000,1.000,7.000,70.259,7.493,60.160
5.330,56.192,1.000,98.248,10.000,3.000,2.000,6.000,84.296,13.096,58.196
5.005,77.494,1.000,83.972,7.000,1.000,0.000,4.000,98.496,21.822,43.391
6.061,346.175,10.000,95.560,3.000,1.000,0.000,4.000,52.072,39.217,63.247
9.473,267.627,2.000,86.463,6.000,2.000,2.000,2.000,72.886,31.381,59.648
8.231,122.046,10.000,75.621,9.000,3.000,0.000,3.000,57.143,27.618,71.385
5.860,113.309,3.000,49.919,7.000,1.000,0.000,5.000,40.495,15.741,44.359
9.451,253.694,4.000,52.882,4.000,3.000,0.000,5.000,86.578,23.704,58.634
7.350,219.287,1.000,96.309,2.000,2.000,0.000,6.000,35.786,12.429,39.674
7.380,164.157,10.000,90.244,2.000,2.000,1.000,3.000,91.474,21.008,66.475
9.678,273.995,4.000,55.164,4.000,6.000,2.000,1.000,86.646,6.206,64.899
5.297,72.947,2.000,56.129,9.000,1.000,1.000,7.000,76.496,17.874,48.068
6.076,92.539,5.000,50.839,6.000,2.000,0.000,6.000,73.424,6.184,48.374
7.929,283.865,2.000,52.829,1.000,0.000,1.000,6.000,89.968,26.628,47.200
5.977,232.016,8.000,90.247,10.000,3.000,0.000,3.000,38.621,23.037,63.612
8.398,190.210,1.000,30.735,5.000,2.000,1.000,5.000,82.865,33.074,50.566
6.070,647.638,5.000,60.524,4.000,2.000,0.000,7.000,46.727,6.820,51.244
5.496,315.782,4.000,95.999,9.000,1.000,1.000,3.000,36.323,47.457,57.834
6.035,124.984,1.000,67.985,4.000,0.000,0.000,5.000,55.299,14.612,35.790
7.114,99.504,1.000,61.531,7.000,5.000,0.000,3.000,56.266,26.417,49.270
5.881,239.799,6.000,51.866,10.000,0.000,0.000,4.000,47.520,8.179,46.376
5.673,402.576,4.000,35.174,6.000,3.000,0.000,5.000,81.204,18.711,58.592
9.301,36.073,2.000,45.714,7.000,4.000,1.000,7.000,71.329,13.616,49.774
6.602,227.783,2.000,36.332,4.000,4.000,1.000,4.000,94.804,23.031,54.226
6.804,144.251,9.000,38.869,9.000,1.000,0.000,3.000,84.510,4.084,51.273
5.276,213.420,8.000,41.446,1.000,0.000,3.000,4.000,88.698,7.703,51.882
6.787,52.392,7.000,51.142,3.000,1.000,1.000,4.000,93.663,28.028,49.250
6.324,402.386,9.000,30.771,10.000,6.000,2.000,4.000,87.413,7.583,78.624
8.052,474.661,1.000,96.510,5.000,1.000,0.000,2.000,42.679,13.764,49.548
6.027,296.512,7.000,38.667,2.000,2.000,0.000,8.000,47.056,12.598,47.583
9.442,537.224,8.000,56.820,5.000,4.000,0.000,6.000,61.118,17.575,71.805
9.648,138.758,3.000,91.567,3.000,1.000,0.000,4.000,56.584,8.713,44.399
5.499,223.994,6.000,37.460,6.000,5.000,0.000,8.000,92.553,29.436,63.288
5.537,299.507,8.000,63.852,3.000,2.000,0.000,4.000,69.073,17.791,58.300
5.577,242.018,7.000,89.135,4.000,5.000,1.000,5.000,91.936,31.234,70.568
8.098,152.821,3.000,68.987,10.000,1.000,1.000,2.000,60.165,22.909,59.824
5.610,165.494,7.000,44.724,1.000,2.000,2.000,5.000,93.923,17.166,52.027
9.262,447.051,8.000,81.486,8.000,5.000,1.000,7.000,39.662,2.015,77.242
8.771,183.232,1.000,77.694,1.000,2.000,1.000,7.000,63.961,20.893,49.652
9.099,387.522,6.000,55.353,5.000,4.000,2.000,5.000,93.573,20.765,76.416
7.630,176.285,6.000,33.241,7.000,2.000,3.000,3.000,64.226,30.899,58.688
9.983,385.997,4.000,30.551,10.000,5.000,0.000,4.000,82.625,16.321,70.320
5.221,197.823,1.000,87.778,3.000,0.000,3.000,9.000,58.457,1.141,44.907
7.006,282.827,1.000,52.509,1.000,2.000,3.000,8.000,88.899,15.455,50.745
6.620,109.912,8.000,39.644,8.000,3.000,0.000,1.000,76.042,21.594,51.196
